conference,url,title,authors,abstract,citations
acl,https://aclanthology.org/P13-1083.pdf,Part-of-Speech Induction in Dependency Trees for Statistical Machine Translation,"Akihiro Tamura,Taro Watanabe,Eiichiro Sumita,Hiroya Takamura,Manabu Okumura",None,7
acl,https://aclanthology.org/P13-1084.pdf,Statistical Machine Translation Improves Question Retrieval in Community Question Answering via Matrix Factorization,"Guangyou Zhou,Fang Liu,Yang Liu,Shizhu He,Jun Zhao",None,34
acl,https://aclanthology.org/P13-1085.pdf,Improved Lexical Acquisition through DPP-based Verb Clustering,"Roi Reichart,Anna Korhonen",None,23
acl,https://aclanthology.org/P13-1086.pdf,Semantic Frames to Predict Stock Price Movement,"Boyi Xie,Rebecca J. Passonneau,Leon Wu,Germán G. Creamer",None,131
acl,https://aclanthology.org/P13-1087.pdf,Density Maximization in Context-Sense Metric Space for All-words WSD,"Koichi Tanigaki,Mitsuteru Shiba,Tatsuji Munaka,Yoshinori Sagisaka",None,9
acl,https://aclanthology.org/P13-1088.pdf,The Role of Syntax in Vector Space Models of Compositional Semantics,"Karl Moritz Hermann,Phil Blunsom",None,188
acl,https://aclanthology.org/P13-1089.pdf,Margin-based Decomposed Amortized Inference,"Gourab Kundu,Vivek Srikumar,Dan Roth",None,15
acl,https://aclanthology.org/P13-1090.pdf,Semi-Supervised Semantic Tagging of Conversational Understanding using Markov Topic Regression,"Asli Celikyilmaz,Dilek Hakkani-Tur,Gokhan Tur,Ruhi Sarikaya",None,6
acl,https://aclanthology.org/P13-1091.pdf,Parsing Graphs with Hyperedge Replacement Grammars,"David Chiang,Jacob Andreas,Daniel Bauer,Karl Moritz Hermann,Bevan Jones,Kevin Knight",None,94
acl,https://aclanthology.org/P13-1092.pdf,Grounded Unsupervised Semantic Parsing,Hoifung Poon,None,93
acl,https://aclanthology.org/P13-1093.pdf,Automatic detection of deception in child-produced speech using syntactic complexity features,"Maria Yancheva,Frank Rudzicz",None,30
acl,https://aclanthology.org/P13-1094.pdf,Sentiment Relevance,"Christian Scheible,Hinrich Schütze",None,30
acl,https://aclanthology.org/P13-1095.pdf,Predicting and Eliciting Addressee’s Emotion in Online Dialogue,"Takayuki Hasegawa,Nobuhiro Kaji,Naoki Yoshinaga,Masashi Toyoda",None,64
acl,https://aclanthology.org/P13-1096.pdf,Utterance-Level Multimodal Sentiment Analysis,"Verónica Pérez-Rosas,Rada Mihalcea,Louis-Philippe Morency",None,179
acl,https://aclanthology.org/P13-1097.pdf,Probabilistic Sense Sentiment Similarity through Hidden Emotions,"Mitra Mohtarami,Man Lan,Chew Lim Tan",None,9
acl,https://aclanthology.org/P13-1098.pdf,A user-centric model of voting intention from Social Media,"Vasileios Lampos,Daniel Preoţiuc-Pietro,Trevor Cohn",None,97
acl,https://aclanthology.org/P13-1099.pdf,Using Supervised Bigram-based ILP for Extractive Summarization,"Chen Li,Xian Qian,Yang Liu",None,107
acl,https://aclanthology.org/P13-1100.pdf,Summarization Through Submodularity and Dispersion,"Anirban Dasgupta,Ravi Kumar,Sujith Ravi",None,65
acl,https://aclanthology.org/P13-1101.pdf,Subtree Extractive Summarization via Submodular Maximization,"Hajime Morita,Ryohei Sasano,Hiroya Takamura,Manabu Okumura",None,39
acl,https://aclanthology.org/P13-1102.pdf,The effect of non-tightness on Bayesian estimation of PCFGs,"Shay B. Cohen,Mark Johnson",None,2
acl,https://aclanthology.org/P13-1103.pdf,Integrating Multiple Dependency Corpora for Inducing Wide-coverage Japanese CCG Resources,"Sumire Uematsu,Takuya Matsuzaki,Hiroki Hanaoka,Yusuke Miyao,Hideki Mima",None,18
acl,https://aclanthology.org/P13-1104.pdf,Transition-based Dependency Parsing with Selectional Branching,"Jinho D. Choi,Andrew McCallum",None,136
acl,https://aclanthology.org/P13-1105.pdf,Bilingually-Guided Monolingual Dependency Grammar Induction,"Kai Liu,Yajuan Lü,Wenbin Jiang,Qun Liu",None,11
acl,https://aclanthology.org/P13-1106.pdf,Joint Word Alignment and Bilingual Named Entity Recognition Using Dual Decomposition,"Mengqiu Wang,Wanxiang Che,Christopher D. Manning",None,62
acl,https://aclanthology.org/P13-1107.pdf,Resolving Entity Morphs in Censored Data,"Hongzhao Huang,Zhen Wen,Dian Yu,Heng Ji,Yizhou Sun,Jiawei Han,He Li",None,28
acl,https://aclanthology.org/P13-1108.pdf,Learning to Extract International Relations from Political Context,"Brendan O’Connor,Brandon M. Stewart,Noah A. Smith",None,79
acl,https://aclanthology.org/P13-1109.pdf,Graph Propagation for Paraphrasing Out-of-Vocabulary Words in Statistical Machine Translation,"Majid Razmara,Maryam Siahbani,Gholamreza Haffari,Anoop Sarkar",None,47
acl,https://aclanthology.org/P13-1110.pdf,Online Relative Margin Maximization for Statistical Machine Translation,"Vladimir Eidelman,Yuval Marton,Philip Resnik",None,7
acl,https://aclanthology.org/P13-1111.pdf,Handling Ambiguities of Bilingual Predicate-Argument Structures for Statistical Machine Translation,"Feifei Zhai,Jiajun Zhang,Yu Zhou,Chengqing Zong",None,11
acl,https://aclanthology.org/P13-1112.pdf,Reconstructing an Indo-European Family Tree from Non-native English Texts,"Ryo Nagata,Edward Whittaker",None,25
acl,https://aclanthology.org/P13-1113.pdf,Word Association Profiles and their Use for Automated Scoring of Essays,"Beata Beigman Klebanov,Michael Flor",None,47
acl,https://aclanthology.org/P13-1114.pdf,Adaptive Parser-Centric Text Normalization,"Congle Zhang,Tyler Baldwin,Howard Ho,Benny Kimelfeld,Yunyao Li",None,52
acl,https://aclanthology.org/P13-1115.pdf,A Random Walk Approach to Selectional Preferences Based on Preference Ranking and Propagation,"Zhenhua Tian,Hengheng Xiang,Ziqi Liu,Qinghua Zheng",None,6
acl,https://aclanthology.org/P13-1116.pdf,ImpAr: A Deterministic Algorithm for Implicit Semantic Role Labelling,"Egoitz Laparra,German Rigau",None,40
acl,https://aclanthology.org/P13-1117.pdf,Cross-lingual Transfer of Semantic Role Labeling Models,"Mikhail Kozhevnikov,Ivan Titov",None,71
acl,https://aclanthology.org/P13-1118.pdf,DErivBase: Inducing and Evaluating a Derivational Morphology Resource for German,"Britta Zeller,Jan Šnajder,Sebastian Padó",None,79
acl,https://aclanthology.org/P13-1119.pdf,Crowdsourcing Interaction Logs to Understand Text Reuse from the Web,"Martin Potthast,Matthias Hagen,Michael Völske,Benno Stein",None,57
acl,https://aclanthology.org/P13-1120.pdf,SPred: Large-scale Harvesting of Semantic Predicates,"Tiziano Flati,Roberto Navigli",None,28
acl,https://aclanthology.org/P13-1121.pdf,Towards Robust Abstractive Multi-Document Summarization: A Caseframe Analysis of Centrality and Domain,"Jackie Chi Kit Cheung,Gerald Penn",None,36
acl,https://aclanthology.org/P13-1122.pdf,HEADY: News headline abstraction through event pattern clustering,"Enrique Alfonseca,Daniele Pighin,Guillermo Garrido",None,57
acl,https://aclanthology.org/P13-1123.pdf,Conditional Random Fields for Responsive Surface Realisation using Global Features,"Nina Dethlefs,Helen Hastie,Heriberto Cuayáhuitl,Oliver Lemon",None,36
acl,https://aclanthology.org/P13-1124.pdf,Two-Neighbor Orientation Model with Cross-Boundary Global Contexts,"Hendra Setiawan,Bowen Zhou,Bing Xiang,Libin Shen",None,4
acl,https://aclanthology.org/P13-1125.pdf,Cut the noise: Mutually reinforcing reordering and alignments for improved machine translation,"Karthik Visweswariah,Mitesh M. Khapra,Ananthakrishnan Ramanathan",None,4
acl,https://aclanthology.org/P13-1126.pdf,Vector Space Model for Adaptation in Statistical Machine Translation,"Boxing Chen,Roland Kuhn,George Foster",None,43
acl,https://aclanthology.org/P13-1127.pdf,From Natural Language Specifications to Program Input Parsers,"Tao Lei,Fan Long,Regina Barzilay,Martin Rinard",None,67
acl,https://aclanthology.org/P13-1128.pdf,Entity Linking for Tweets,"Xiaohua Liu,Yitong Li,Haocheng Wu,Ming Zhou,Furu Wei,Yi Lu",None,148
acl,https://aclanthology.org/P13-1129.pdf,Identification of Speakers in Novels,"Hua He,Denilson Barbosa,Grzegorz Kondrak",None,82
acl,https://aclanthology.org/P13-1130.pdf,Language Acquisition and Probabilistic Models: keeping it simple,"Aline Villavicencio,Marco Idiart,Robert Berwick,Igor Malioutov",None,5
acl,https://aclanthology.org/P13-1131.pdf,A Two Level Model for Context Sensitive Inference Rules,"Oren Melamud,Jonathan Berant,Ido Dagan,Jacob Goldberger,Idan Szpektor",None,25
acl,https://aclanthology.org/P13-1132.pdf,"Align, Disambiguate and Walk: A Unified Approach for Measuring Semantic Similarity","Mohammad Taher Pilehvar,David Jurgens,Roberto Navigli",None,233
acl,https://aclanthology.org/P13-1133.pdf,Linking and Extending an Open Multilingual Wordnet,"Francis Bond,Ryan Foster",None,376
acl,https://aclanthology.org/P13-1134.pdf,FrameNet on the Way to Babel: Creating a Bilingual FrameNet Using Wiktionary as Interlingual Connection,"Silvana Hartmann,Iryna Gurevych",None,22
acl,https://aclanthology.org/P13-1135.pdf,Dirt Cheap Web-Scale Parallel Text from the Common Crawl,"Jason R. Smith,Herve Saint-Amand,Magdalena Plamada,Philipp Koehn,Chris Callison-Burch,Adam Lopez",None,147
acl,https://aclanthology.org/P13-1136.pdf,A Sentence Compression Based Framework to Query-Focused Multi-Document Summarization,"Lu Wang,Hema Raghavan,Vittorio Castelli,Radu Florian,Claire Cardie",None,128
acl,https://aclanthology.org/P13-1137.pdf,Domain-Independent Abstract Generation for Focused Meeting Summarization,"Lu Wang,Claire Cardie",None,89
acl,https://aclanthology.org/P13-1138.pdf,A Statistical NLG Framework for Aggregated Planning and Realization,"Ravi Kondadadi,Blake Howald,Frank Schilder",None,85
acl,https://aclanthology.org/P13-1139.pdf,Models of Translation Competitions,"Mark Hopkins,Jonathan May",None,20
acl,https://aclanthology.org/P13-1140.pdf,Learning a Phrase-based Translation Model from Monolingual Data with Application to Domain Adaptation,"Jiajun Zhang,Chengqing Zong",None,29
acl,https://aclanthology.org/P13-1141.pdf,SenseSpotting: Never let your parallel data tie you to an old domain,"Marine Carpuat,Hal Daumé III,Katharine Henry,Ann Irvine,Jagadeesh Jagarlamudi,Rachel Rudinger",None,12
acl,https://aclanthology.org/P13-1142.pdf,BRAINSUP: Brainstorming Support for Creative Sentence Generation,"Gözde Özbal,Daniele Pighin,Carlo Strapparava",None,39
acl,https://aclanthology.org/P13-1143.pdf,Grammatical Error Correction Using Integer Linear Programming,"Yuanbin Wu,Hwee Tou Ng",None,21
acl,https://aclanthology.org/P13-1144.pdf,Text-Driven Toponym Resolution using Indirect Supervision,"Michael Speriosu,Jason Baldridge",None,65
acl,https://aclanthology.org/P13-1145.pdf,Argument Inference from Relevant Event Mentions in Chinese Argument Extraction,"Peifeng Li,Qiaoming Zhu,Guodong Zhou",None,26
acl,https://aclanthology.org/P13-1146.pdf,Fine-grained Semantic Typing of Emerging Entities,"Ndapandula Nakashole,Tomasz Tylenda,Gerhard Weikum",None,129
acl,https://aclanthology.org/P13-1147.pdf,Embedding Semantic Similarity in Tree Kernels for Domain Adaptation of Relation Extraction,"Barbara Plank,Alessandro Moschitti",None,135
acl,https://aclanthology.org/P13-1148.pdf,A joint model of word segmentation and phonological variation for English word-final /t/-deletion,"Benjamin Börschinger,Mark Johnson,Katherine Demuth",None,7
acl,https://aclanthology.org/P13-1149.pdf,Compositional-ly Derived Representations of Morphologically Complex Words in Distributional Semantics,"Angeliki Lazaridou,Marco Marelli,Roberto Zamparelli,Marco Baroni",None,120
acl,https://aclanthology.org/P13-1150.pdf,Unsupervised Consonant-Vowel Prediction over Hundreds of Languages,"Young-Bum Kim,Benjamin Snyder",None,14
acl,https://aclanthology.org/P13-1151.pdf,Improving Text Simplification Language Modeling Using Unsimplified Text Data,David Kauchak,None,147
acl,https://aclanthology.org/P13-1152.pdf,Combining Referring Expression Generation and Surface Realization: A Corpus-Based Investigation of Architectures,"Sina Zarrieß,Jonas Kuhn",None,10
acl,https://aclanthology.org/P13-1153.pdf,Named Entity Recognition using Cross-lingual Resources: Arabic as an Example,Kareem Darwish,None,78
acl,https://aclanthology.org/P13-1154.pdf,Beam Search for Solving Substitution Ciphers,"Malte Nuhn,Julian Schamper,Hermann Ney",None,34
acl,https://aclanthology.org/P13-1155.pdf,Social Text Normalization using Contextual Graph Random Walks,"Hany Hassan,Arul Menezes",None,84
acl,https://aclanthology.org/P13-1156.pdf,Integrating Phrase-based Reordering Features into a Chart-based Decoder for Machine Translation,"ThuyLinh Nguyen,Stephan Vogel",None,17
acl,https://aclanthology.org/P13-1157.pdf,Machine Translation Detection from Monolingual Web-Text,"Yuki Arase,Ming Zhou",None,36
acl,https://aclanthology.org/P13-1158.pdf,Paraphrase-Driven Learning for Open Question Answering,"Anthony Fader,Luke Zettlemoyer,Oren Etzioni",None,366
