conference,url,title,authors,abstract,citations
acl,https://aclanthology.org/P16-1066.pdf,AraSenTi: Large-Scale Twitter-Specific Arabic Sentiment Lexicons,"Nora Al-Twairesh,Hend Al-Khalifa,Abdulmalik Al-Salman",None,66
acl,https://aclanthology.org/P16-1067.pdf,Unsupervised Multi-Author Document Decomposition Based on Hidden Markov Model,"Khaled Aldebei,Xiangjian He,Wenjing Jia,Jie Yang",None,8
acl,https://aclanthology.org/P16-1068.pdf,Automatic Text Scoring Using Neural Networks,"Dimitrios Alikaniotis,Helen Yannakoudakis,Marek Rei",None,205
acl,https://aclanthology.org/P16-1069.pdf,Improved Semantic Parsers For If-Then Statements,"I. Beltagy,Chris Quirk",None,30
acl,https://aclanthology.org/P16-1070.pdf,Universal Dependencies for Learner English,"Yevgeni Berzak,Jessica Kenney,Carolyn Spadine,Jing Xian Wang,Lucia Lam,Keiko Sophie Mori,Sebastian Garza,Boris Katz",None,54
acl,https://aclanthology.org/P16-1071.pdf,Extracting token-level signals of syntactic processing from fMRI - with an application to PoS induction,"Joachim Bingel,Maria Barrett,Anders Søgaard",None,18
acl,https://aclanthology.org/P16-1072.pdf,Bidirectional Recurrent Convolutional Neural Network for Relation Classification,"Rui Cai,Xiaodong Zhang,Houfeng Wang",None,181
acl,https://aclanthology.org/P16-1073.pdf,Sentence Rewriting for Semantic Parsing,"Bo Chen,Le Sun,Xianpei Han,Bo An",None,64
acl,https://aclanthology.org/P16-1074.pdf,Chinese Zero Pronoun Resolution with Deep Neural Networks,"Chen Chen,Vincent Ng",None,51
acl,https://aclanthology.org/P16-1075.pdf,Constrained Multi-Task Learning for Automated Essay Scoring,"Ronan Cummins,Meng Zhang,Ted Briscoe",None,45
acl,https://aclanthology.org/P16-1076.pdf,CFO: Conditional Focused Neural Question Answering with Large-scale Knowledge Bases,"Zihang Dai,Lei Li,Wei Xu",None,131
acl,https://aclanthology.org/P16-1077.pdf,Verbs Taking Clausal and Non-Finite Arguments as Signals of Modality – Revisiting the Issue of Meaning Grounded in Syntax,Judith Eckle-Kohler,None,4
acl,https://aclanthology.org/P16-1078.pdf,Tree-to-Sequence Attentional Neural Machine Translation,"Akiko Eriguchi,Kazuma Hashimoto,Yoshimasa Tsuruoka",None,260
acl,https://aclanthology.org/P16-1079.pdf,Coordination Annotation Extension in the Penn Tree Bank,"Jessica Ficler,Yoav Goldberg",None,21
acl,https://aclanthology.org/P16-1080.pdf,Analyzing Biases in Human Perception of User Age and Gender from Text,"Lucie Flekova,Jordan Carpenter,Salvatore Giorgi,Lyle Ungar,Daniel Preoţiuc-Pietro",None,45
acl,https://aclanthology.org/P16-1081.pdf,Modeling Social Norms Evolution for Personalized Sentiment Classification,"Lin Gong,Mohammad Al Boni,Hongning Wang",None,25
acl,https://aclanthology.org/P16-1082.pdf,Modeling Concept Dependencies in a Scientific Corpus,"Jonathan Gordon,Linhong Zhu,Aram Galstyan,Prem Natarajan,Gully Burns",None,57
acl,https://aclanthology.org/P16-1083.pdf,Normalized Log-Linear Interpolation of Backoff Language Models is Efficient,"Kenneth Heafield,Chase Geigle,Sean Massung,Lane Schwartz",None,6
acl,https://aclanthology.org/P16-1084.pdf,How well do Computers Solve Math Word Problems? Large-Scale Dataset Construction and Evaluation,"Danqing Huang,Shuming Shi,Chin-Yew Lin,Jian Yin,Wei-Ying Ma",None,78
acl,https://aclanthology.org/P16-1085.pdf,Embeddings for Word Sense Disambiguation: An Evaluation Study,"Ignacio Iacobacci,Mohammad Taher Pilehvar,Roberto Navigli",None,305
acl,https://aclanthology.org/P16-1086.pdf,Text Understanding with the Attention Sum Reader Network,"Rudolf Kadlec,Martin Schmid,Ondrej Bajgar,Jan Kleindienst",None,295
acl,https://aclanthology.org/P16-1087.pdf,Investigating LSTMs for Joint Extraction of Opinion Entities and Relations,"Arzoo Katiyar,Claire Cardie",None,88
acl,https://aclanthology.org/P16-1088.pdf,Transition-Based Left-Corner Parsing for Identifying PTB-Style Nonlocal Dependencies,"Yoshihide Kato,Shigeki Matsubara",None,3
acl,https://aclanthology.org/P16-1089.pdf,Siamese CBOW: Optimizing Word Embeddings for Sentence Representations,"Tom Kenter,Alexey Borisov,Maarten de Rijke",None,257
acl,https://aclanthology.org/P16-1090.pdf,Unanimous Prediction for 100% Precision with Application to Learning Semantic Mappings,"Fereshte Khani,Martin Rinard,Percy Liang",None,14
acl,https://aclanthology.org/P16-1091.pdf,Exploring Convolutional and Recurrent Neural Networks in Sequential Labelling for Dialogue Topic Tracking,"Seokhwan Kim,Rafael Banchs,Haizhou Li",None,29
acl,https://aclanthology.org/P16-1092.pdf,Cross-Lingual Lexico-Semantic Transfer in Language Learning,"Ekaterina Kochmar,Ekaterina Shutova",None,4
acl,https://aclanthology.org/P16-1093.pdf,A CALL System for Learning Preposition Usage,"John Lee,Donald Sturgeon,Mengqi Luo",None,5
acl,https://aclanthology.org/P16-1094.pdf,A Persona-Based Neural Conversation Model,"Jiwei Li,Michel Galley,Chris Brockett,Georgios Spithourakis,Jianfeng Gao,Bill Dolan",None,898
acl,https://aclanthology.org/P16-1095.pdf,Discriminative Deep Random Walk for Network Classification,"Juzheng Li,Jun Zhu,Bo Zhang",None,125
acl,https://aclanthology.org/P16-1096.pdf,Normalising Medical Concepts in Social Media Texts by Learning Semantic Representation,"Nut Limsopatham,Nigel Collier",None,105
acl,https://aclanthology.org/P16-1097.pdf,Agreement-based Learning of Parallel Lexicons and Phrases from Non-Parallel Corpora,"Chunyang Liu,Yang Liu,Maosong Sun,Huanbo Luan,Heng Yu",None,1
acl,https://aclanthology.org/P16-1098.pdf,Deep Fusion LSTMs for Text Semantic Matching,"Pengfei Liu,Xipeng Qiu,Jifan Chen,Xuanjing Huang",None,72
acl,https://aclanthology.org/P16-1099.pdf,Understanding Discourse on Work and Job-Related Well-Being in Public Social Media,"Tong Liu,Christopher Homan,Cecilia Ovesdotter Alm,Megan Lytle,Ann Marie White,Henry Kautz",None,17
acl,https://aclanthology.org/P16-1100.pdf,Achieving Open Vocabulary Neural Machine Translation with Hybrid Word-Character Models,"Minh-Thang Luong,Christopher D. Manning",None,407
acl,https://aclanthology.org/P16-1101.pdf,End-to-end Sequence Labeling via Bi-directional LSTM-CNNs-CRF,"Xuezhe Ma,Eduard Hovy",None,2372
acl,https://aclanthology.org/P16-1102.pdf,Off-topic Response Detection for Spontaneous Spoken English Assessment,"Andrey Malinin,Rogier Van Dalen,Kate Knill,Yu Wang,Mark Gales",None,16
acl,https://aclanthology.org/P16-1103.pdf,Synthesizing Compound Words for Machine Translation,"Austin Matthews,Eva Schlinger,Alon Lavie,Chris Dyer",None,10
acl,https://aclanthology.org/P16-1104.pdf,Harnessing Cognitive Features for Sarcasm Detection,"Abhijit Mishra,Diptesh Kanojia,Seema Nagar,Kuntal Dey,Pushpak Bhattacharyya",None,48
acl,https://aclanthology.org/P16-1105.pdf,End-to-End Relation Extraction using LSTMs on Sequences and Tree Structures,"Makoto Miwa,Mohit Bansal",None,910
acl,https://aclanthology.org/P16-1106.pdf,A short proof that O_2 is an MCFL,Mark-Jan Nederhof,None,8
acl,https://aclanthology.org/P16-1107.pdf,Context-aware Argumentative Relation Mining,"Huy Nguyen,Diane Litman",None,66
acl,https://aclanthology.org/P16-1108.pdf,Leveraging Inflection Tables for Stemming and Lemmatization.,"Garrett Nicolai,Grzegorz Kondrak",None,22
