conference,url,title,authors,abstract,citations
emnlp,https://aclanthology.org/D14-1001.pdf,Invited Talk: IBM Cognitive Computing - An NLP Renaissance!,Salim Roukos,None,0
emnlp,https://aclanthology.org/D14-1002.pdf,Modeling Interestingness with Deep Neural Networks,"Jianfeng Gao,Patrick Pantel,Michael Gamon,Xiaodong He,Li Deng",None,172
emnlp,https://aclanthology.org/D14-1003.pdf,Translation Modeling with Bidirectional Recurrent Neural Networks,"Martin Sundermeyer,Tamer Alkhouli,Joern Wuebker,Hermann Ney",None,197
emnlp,https://aclanthology.org/D14-1004.pdf,A Neural Network Approach to Selectional Preference Acquisition,Tim Van de Cruys,None,65
emnlp,https://aclanthology.org/D14-1005.pdf,Learning Image Embeddings using Convolutional Neural Networks for Improved Multi-Modal Semantics,"Douwe Kiela,Léon Bottou",None,238
emnlp,https://aclanthology.org/D14-1006.pdf,Identifying Argumentative Discourse Structures in Persuasive Essays,"Christian Stab,Iryna Gurevych",None,353
emnlp,https://aclanthology.org/D14-1007.pdf,Policy Learning for Domain Selection in an Extensible Multi-domain Spoken Dialogue System,"Zhuoran Wang,Hongliang Chen,Guanchun Wang,Hao Tian,Hua Wu,Haifeng Wang",None,36
emnlp,https://aclanthology.org/D14-1008.pdf,A Constituent-Based Approach to Argument Labeling with Joint Inference in Discourse Parsing,"Fang Kong,Hwee Tou Ng,Guodong Zhou",None,28
emnlp,https://aclanthology.org/D14-1009.pdf,Strongly Incremental Repair Detection,"Julian Hough,Matthew Purver",None,29
emnlp,https://aclanthology.org/D14-1010.pdf,Semi-Supervised Chinese Word Segmentation Using Partial-Label Learning With Conditional Random Fields,"Fan Yang,Paul Vozila",None,27
emnlp,https://aclanthology.org/D14-1011.pdf,Accurate Word Segmentation and POS Tagging for Japanese Microblogs: Corpus Annotation and Joint Modeling with Lexical Normalization,"Nobuhiro Kaji,Masaru Kitsuregawa",None,27
emnlp,https://aclanthology.org/D14-1012.pdf,Revisiting Embedding Features for Simple Semi-supervised Learning,"Jiang Guo,Wanxiang Che,Haifeng Wang,Ting Liu",None,150
emnlp,https://aclanthology.org/D14-1013.pdf,Combining Punctuation and Disfluency Prediction: An Empirical Study,"Xuancong Wang,Khe Chai Sim,Hwee Tou Ng",None,8
emnlp,https://aclanthology.org/D14-1014.pdf,Submodularity for Data Selection in Machine Translation,"Katrin Kirchhoff,Jeff Bilmes",None,84
emnlp,https://aclanthology.org/D14-1015.pdf,Improve Statistical Machine Translation with Context-Sensitive Bilingual Semantic Embedding Model,"Haiyang Wu,Daxiang Dong,Xiaoguang Hu,Dianhai Yu,Wei He,Hua Wu,Haifeng Wang,Ting Liu",None,19
emnlp,https://aclanthology.org/D14-1016.pdf,Transformation from Discontinuous to Continuous Word Alignment Improves Translation Quality,"Zhongjun He,Hua Wu,Haifeng Wang,Ting Liu",None,1
emnlp,https://aclanthology.org/D14-1017.pdf,Unsupervised Word Alignment Using Frequency Constraint in Posterior Regularized EM,"Hidetaka Kamigaito,Taro Watanabe,Hiroya Takamura,Manabu Okumura",None,5
emnlp,https://aclanthology.org/D14-1018.pdf,Asymmetric Features Of Human Generated Translation,"Sauleh Eetemadi,Kristina Toutanova",None,10
emnlp,https://aclanthology.org/D14-1019.pdf,Syntax-Augmented Machine Translation using Syntax-Label Clustering,"Hideya Mino,Taro Watanabe,Eiichiro Sumita",None,5
emnlp,https://aclanthology.org/D14-1020.pdf,Testing for Significance of Increased Correlation with Human Judgment,"Yvette Graham,Timothy Baldwin",None,58
emnlp,https://aclanthology.org/D14-1021.pdf,Syntactic SMT Using a Discriminative Text Generation Model,"Yue Zhang,Kai Song,Linfeng Song,Jingbo Zhu,Qun Liu",None,7
emnlp,https://aclanthology.org/D14-1022.pdf,Learning Hierarchical Translation Spans,"Jingyi Zhang,Masao Utiyama,Eiichiro Sumita,Hai Zhao",None,11
emnlp,https://aclanthology.org/D14-1023.pdf,Neural Network Based Bilingual Language Model Growing for Statistical Machine Translation,"Rui Wang,Hai Zhao,Bao-Liang Lu,Masao Utiyama,Eiichiro Sumita",None,38
emnlp,https://aclanthology.org/D14-1024.pdf,Better Statistical Machine Translation through Linguistic Treatment of Phrasal Verbs,"Kostadin Cholakov,Valia Kordoni",None,11
emnlp,https://aclanthology.org/D14-1025.pdf,Fitting Sentence Level Translation Evaluation with Many Dense Features,"Miloš Stanojević,Khalil Sima’an",None,47
emnlp,https://aclanthology.org/D14-1026.pdf,A Human Judgement Corpus and a Metric for Arabic MT Evaluation,"Houda Bouamor,Hanan Alshikhabobakr,Behrang Mohit,Kemal Oflazer",None,21
emnlp,https://aclanthology.org/D14-1027.pdf,Learning to Differentiate Better from Worse Translations,"Francisco Guzmán,Shafiq Joty,Lluís Màrquez,Alessandro Moschitti,Preslav Nakov,Massimo Nicosia",None,8
emnlp,https://aclanthology.org/D14-1028.pdf,Two Improvements to Left-to-Right Decoding for Hierarchical Phrase-based Machine Translation,"Maryam Siahbani,Anoop Sarkar",None,6
emnlp,https://aclanthology.org/D14-1029.pdf,Reordering Model for Forest-to-String Machine Translation,Martin Čmejrek,None,1
emnlp,https://aclanthology.org/D14-1030.pdf,Aligning context-based statistical models of language with brain activity during reading,"Leila Wehbe,Ashish Vaswani,Kevin Knight,Tom Mitchell",None,73
emnlp,https://aclanthology.org/D14-1031.pdf,A Cognitive Model of Semantic Network Learning,"Aida Nematzadeh,Afsaneh Fazly,Suzanne Stevenson",None,11
emnlp,https://aclanthology.org/D14-1032.pdf,Learning Abstract Concept Embeddings from Multi-Modal Data: Since You Probably Can’t See What I Mean,"Felix Hill,Anna Korhonen",None,91
